380,0.0016474465
1714,0.0016474465
1588,0.0016474465
1714,0.0016474465
88,0.0016474465
597,0.0016474465
48,0.0016474465
149,0.0016474465
659,0.0016474465
659,0.0016474465
1619,0.0016474465
958,0.00330033
1824,0.0049423394
1824,0.0049423394
1779,0.0065897858
1779,0.0065897858
997,0.0115511551
1470,0.0115511551
1590,0.0115511551
1604,0.0115511551
1694,0.0115511551
1850,0.0115511551
1869,0.0115511551
2521,0.0115511551
1383,0.0115511551
2462,0.0115511551
2521,0.0115511551
1967,0.0131795717
2389,0.0131795717
1686,0.0131795717
1967,0.0131795717
2389,0.0131795717
2404,0.0131795717
457,0.0131795717
1431,0.0131795717
1431,0.0131795717
930,0.0132013201
2564,0.0132013201
1689,0.0148514851
1968,0.0148514851
1306,0.0148514851
1052,0.0164744646
1324,0.0164744646
2146,0.0164744646
2146,0.0164744646
2377,0.018121911
2416,0.018121911
915,0.0181518152
1090,0.0181518152
1270,0.0181518152
1320,0.0181518152
1379,0.0181518152
1545,0.021416804
1125,0.0214521452
931,0.0214521452
703,0.0231023102
967,0.0231023102
1422,0.0231023102
733,0.0231023102
733,0.0231023102
665,0.0247116969
1395,0.0247116969
665,0.0247116969
1395,0.0247116969
2039,0.0247524752
2354,0.0247524752
2455,0.0247524752
715,0.0362438221
1345,0.0362438221
585,0.0362438221
601,0.0362438221
626,0.0362438221
715,0.0362438221
1345,0.0362438221
1975,0.0362438221
2043,0.0362438221
2489,0.0362438221
53,0.0362438221
639,0.0362438221
656,0.0362438221
666,0.0362438221
866,0.0362438221
963,0.0362438221
1155,0.0362438221
1232,0.0362438221
1825,0.0362438221
1864,0.0362438221
2034,0.0362438221
2104,0.0362438221
2298,0.0362438221
2489,0.0362438221
53,0.0362438221
639,0.0362438221
656,0.0362438221
666,0.0362438221
866,0.0362438221
963,0.0362438221
1155,0.0362438221
1232,0.0362438221
1825,0.0362438221
1864,0.0362438221
2034,0.0362438221
2104,0.0362438221
2298,0.0362438221
2458,0.0362438221
2657,0.0362438221
607,0.0477759473
1169,0.0477759473
2241,0.0477759473
1169,0.0477759473
2241,0.0477759473
946,0.0610561056
982,0.0610561056
996,0.0610561056
1213,0.0610561056
1304,0.0610561056
1885,0.0610561056
2113,0.0610561056
2219,0.0610561056
2292,0.0610561056
487,0.0610561056
756,0.0610561056
937,0.0610561056
1149,0.0610561056
