Nodule ID,Actual [1],Actual [2],Actual [3],Actual [4],Actual [5],Predicted [1],Predicted [2],Predicted [3],Predicted [4],Predicted [5],|Training Data: (d = 25 || np = 24 || nc = 12 || k = 6)|
1.0,0.0,0.0,0.75,0.0,0.25,0.0375,0.3,0.4875,0.175,0.0
3.0,1.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.42857142857142855,0.38095238095238093,0.09523809523809523,0.011904761904761904
4.0,0.25,0.25,0.5,0.0,0.0,0.7368421052631579,0.06578947368421052,0.14473684210526316,0.02631578947368421,0.02631578947368421
5.0,0.0,0.25,0.75,0.0,0.0,0.0375,0.3,0.4875,0.175,0.0
6.0,1.0,0.0,0.0,0.0,0.0,0.7368421052631579,0.06578947368421052,0.14473684210526316,0.02631578947368421,0.02631578947368421
7.0,0.0,0.0,0.75,0.25,0.0,0.7368421052631579,0.06578947368421052,0.14473684210526316,0.02631578947368421,0.02631578947368421
8.0,0.75,0.0,0.0,0.25,0.0,0.7368421052631579,0.06578947368421052,0.14473684210526316,0.02631578947368421,0.02631578947368421
17.0,0.0,0.25,0.25,0.5,0.0,0.0,0.35714285714285715,0.44047619047619047,0.15476190476190477,0.047619047619047616
20.0,0.0,0.5,0.5,0.0,0.0,0.7368421052631579,0.06578947368421052,0.14473684210526316,0.02631578947368421,0.02631578947368421
23.0,0.0,0.0,0.25,0.5,0.25,0.0,0.1375,0.2,0.3625,0.3
25.0,0.75,0.0,0.25,0.0,0.0,0.14583333333333334,0.08333333333333333,0.14583333333333334,0.4166666666666667,0.20833333333333334
27.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0625,0.14583333333333334,0.125,0.6666666666666666
33.0,0.0,0.25,0.75,0.0,0.0,0.0375,0.3,0.4875,0.175,0.0
34.0,0.0,0.0,0.25,0.25,0.5,0.7368421052631579,0.06578947368421052,0.14473684210526316,0.02631578947368421,0.02631578947368421
35.0,0.0,0.0,0.75,0.25,0.0,0.0375,0.3,0.4875,0.175,0.0
36.0,0.0,0.5,0.25,0.25,0.0,0.0,0.35714285714285715,0.44047619047619047,0.15476190476190477,0.047619047619047616
37.0,0.5,0.0,0.5,0.0,0.0,0.7368421052631579,0.06578947368421052,0.14473684210526316,0.02631578947368421,0.02631578947368421
43.0,0.0,0.25,0.25,0.0,0.5,0.7368421052631579,0.06578947368421052,0.14473684210526316,0.02631578947368421,0.02631578947368421
47.0,0.25,0.25,0.25,0.25,0.0,0.7368421052631579,0.06578947368421052,0.14473684210526316,0.02631578947368421,0.02631578947368421
48.0,1.0,0.0,0.0,0.0,0.0,0.7368421052631579,0.06578947368421052,0.14473684210526316,0.02631578947368421,0.02631578947368421
50.0,0.0,0.0,0.25,0.25,0.5,0.0,0.0625,0.14583333333333334,0.125,0.6666666666666666
51.0,0.0,0.0,0.25,0.5,0.25,0.14583333333333334,0.08333333333333333,0.14583333333333334,0.4166666666666667,0.20833333333333334
52.0,0.0,0.5,0.5,0.0,0.0,0.0375,0.3,0.4875,0.175,0.0
53.0,0.75,0.0,0.0,0.25,0.0,0.7368421052631579,0.06578947368421052,0.14473684210526316,0.02631578947368421,0.02631578947368421
58.0,0.0,0.0,0.25,0.0,0.75,0.0,0.0625,0.14583333333333334,0.125,0.6666666666666666
60.0,0.0,0.0,0.0,0.5,0.5,0.7368421052631579,0.06578947368421052,0.14473684210526316,0.02631578947368421,0.02631578947368421
62.0,0.0,0.25,0.75,0.0,0.0,0.7368421052631579,0.06578947368421052,0.14473684210526316,0.02631578947368421,0.02631578947368421
65.0,0.0,0.25,0.25,0.5,0.0,0.0375,0.3,0.4875,0.175,0.0
71.0,0.25,0.25,0.5,0.0,0.0,0.08333333333333333,0.42857142857142855,0.38095238095238093,0.09523809523809523,0.011904761904761904
77.0,0.25,0.5,0.25,0.0,0.0,0.0375,0.3,0.4875,0.175,0.0
79.0,0.0,0.25,0.75,0.0,0.0,0.0375,0.3,0.4875,0.175,0.0
87.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0625,0.14583333333333334,0.125,0.6666666666666666
88.0,0.0,0.0,0.0,0.25,0.75,0.0,0.1375,0.2,0.3625,0.3
89.0,0.0,1.0,0.0,0.0,0.0,0.0375,0.3,0.4875,0.175,0.0
92.0,0.0,0.5,0.25,0.25,0.0,0.0375,0.3,0.4875,0.175,0.0
96.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0625,0.14583333333333334,0.125,0.6666666666666666
98.0,0.0,0.0,0.25,0.0,0.75,0.0,0.0625,0.14583333333333334,0.125,0.6666666666666666
