197.0 ,  0.0660066006601
102.0 ,  0.029702970297
184.0 ,  0
108.0 ,  0
49.0 ,  0
129.0 ,  0
643.0 ,  0
199.0 ,  0.0841584158416
50.0 ,  0
321.0 ,  0
239.0 ,  0
537.0 ,  0
77.0 ,  0.0660066006601
311.0 ,  0
119.0 ,  0
170.0 ,  0.036303630363
579.0 ,  0
234.0 ,  0.0660066006601
92.0 ,  0
285.0 ,  0
1019.0 ,  0
230.0 ,  0
80.0 ,  0
128.0 ,  0
825.0 ,  0
642.0 ,  0
140.0 ,  0
181.0 ,  0.0049504950495
74.0 ,  0.029702970297
72.0 ,  0
56.0 ,  0.0660066006601
430.0 ,  0
547.0 ,  0
64.0 ,  0.0660066006601
111.0 ,  0.0660066006601
181.0 ,  0.0594059405941
664.0 ,  0.0049504950495
86.0 ,  0.0049504950495
464.0 ,  0
121.0 ,  0
65.0 ,  0.0594059405941
112.0 ,  0.029702970297
67.0 ,  0.0841584158416
203.0 ,  0
1137.0 ,  0
470.0 ,  0
464.0 ,  0
635.0 ,  0
186.0 ,  0
138.0 ,  0
65.0 ,  0.0660066006601
153.0 ,  0.0841584158416
470.0 ,  0
131.0 ,  0.0594059405941
145.0 ,  0
162.0 ,  0
657.0 ,  0.0049504950495
423.0 ,  0
461.0 ,  0
338.0 ,  0
363.0 ,  0
69.0 ,  0.0660066006601
97.0 ,  0.0660066006601
371.0 ,  0
197.0 ,  0
69.0 ,  0
124.0 ,  0.029702970297
328.0 ,  0.0660066006601
799.0 ,  0
567.0 ,  0.0660066006601
78.0 ,  0.0660066006601
111.0 ,  0
112.0 ,  0.0660066006601
186.0 ,  0.029702970297
1274.0 ,  0
174.0 ,  0
179.0 ,  0.029702970297
254.0 ,  0
134.0 ,  0
281.0 ,  0
122.0 ,  0
140.0 ,  0
92.0 ,  0.0660066006601
112.0 ,  0
245.0 ,  0
55.0 ,  0
113.0 ,  0
69.0 ,  0
47.0 ,  0.0841584158416
128.0 ,  0.0660066006601
598.0 ,  0
744.0 ,  0
106.0 ,  0.0841584158416
79.0 ,  0.0660066006601
47.0 ,  0.0841584158416
111.0 ,  0
117.0 ,  0.029702970297
117.0 ,  0
69.0 ,  0
84.0 ,  0.0660066006601
212.0 ,  0
119.0 ,  0
84.0 ,  0.0660066006601
311.0 ,  0
149.0 ,  0.029702970297
1008.0 ,  0
98.0 ,  0.029702970297
141.0 ,  0.0660066006601
310.0 ,  0
458.0 ,  0
162.0 ,  0.0660066006601
243.0 ,  0
327.0 ,  0
280.0 ,  0.0049504950495
113.0 ,  0.0660066006601
190.0 ,  0
90.0 ,  0.0660066006601
643.0 ,  0
67.0 ,  0.0660066006601
283.0 ,  0
82.0 ,  0
72.0 ,  0.029702970297
165.0 ,  0.029702970297
84.0 ,  0
64.0 ,  0
189.0 ,  0.029702970297
128.0 ,  0.0049504950495
73.0 ,  0
87.0 ,  0
846.0 ,  0
179.0 ,  0.0660066006601
88.0 ,  0
344.0 ,  0
57.0 ,  0
127.0 ,  0
658.0 ,  0
116.0 ,  0
484.0 ,  0.0049504950495
347.0 ,  0
72.0 ,  0.0660066006601
1008.0 ,  0
246.0 ,  0
336.0 ,  0.0379537953795
99.0 ,  0.146864686469
80.0 ,  0.0379537953795
64.0 ,  0.0379537953795
53.0 ,  0.0379537953795
89.0 ,  0.00990099009901
572.0 ,  0.10396039604
152.0 ,  0.013201320132
194.0 ,  0.146864686469
111.0 ,  0.0379537953795
82.0 ,  0.0379537953795
42.0 ,  0.0379537953795
172.0 ,  0.013201320132
89.0 ,  0.146864686469
63.0 ,  0.0379537953795
248.0 ,  0.146864686469
264.0 ,  0.0379537953795
165.0 ,  0.146864686469
127.0 ,  0.145214521452
116.0 ,  0.0379537953795
928.0 ,  0.10396039604
135.0 ,  0.013201320132
178.0 ,  0.0379537953795
901.0 ,  0.10396039604
558.0 ,  0.191419141914
552.0 ,  0.191419141914
1063.0 ,  0.191419141914
145.0 ,  0.0379537953795
94.0 ,  0.0379537953795
84.0 ,  0.0379537953795
385.0 ,  0.0379537953795
211.0 ,  0.145214521452
89.0 ,  0.145214521452
166.0 ,  0.146864686469
73.0 ,  0.0379537953795
760.0 ,  0.191419141914
111.0 ,  0.146864686469
115.0 ,  0.146864686469
94.0 ,  0.145214521452
338.0 ,  0.191419141914
132.0 ,  0.00990099009901
172.0 ,  0.0379537953795
101.0 ,  0.0379537953795
182.0 ,  0.0379537953795
294.0 ,  0.0379537953795
765.0 ,  0.10396039604
167.0 ,  0.145214521452
97.0 ,  0.146864686469
180.0 ,  0.0379537953795
73.0 ,  0.0379537953795
151.0 ,  0.146864686469
166.0 ,  0.146864686469
113.0 ,  0.0379537953795
235.0 ,  0.0379537953795
149.0 ,  0.0379537953795
490.0 ,  0.191419141914
139.0 ,  0.0379537953795
232.0 ,  0.013201320132
705.0 ,  0.10396039604
150.0 ,  0.013201320132
152.0 ,  0.0379537953795
199.0 ,  0.0379537953795
224.0 ,  0.146864686469
793.0 ,  0.145214521452
89.0 ,  0.0379537953795
1417.0 ,  0.191419141914
880.0 ,  0.191419141914
138.0 ,  0.145214521452
70.0 ,  0.0379537953795
62.0 ,  0.0379537953795
436.0 ,  0.191419141914
152.0 ,  0.0379537953795
80.0 ,  0.013201320132
183.0 ,  0.013201320132
124.0 ,  0.0379537953795
45.0 ,  0.145214521452
80.0 ,  0.013201320132
84.0 ,  0.0379537953795
102.0 ,  0.0379537953795
94.0 ,  0.0379537953795
91.0 ,  0.145214521452
212.0 ,  0.0379537953795
308.0 ,  0.0379537953795
111.0 ,  0.0379537953795
116.0 ,  0.013201320132
64.0 ,  0.0379537953795
330.0 ,  0.146864686469
565.0 ,  0.10396039604
167.0 ,  0.146864686469
143.0 ,  0.0379537953795
177.0 ,  0.0379537953795
