Actual Benign,Actual Malignant,Predicted Benign,Predicted Malignant,RMSE,Pearson r,ROC AUC,|Training Data: (d = 20 || np = 26 || nc = 13 || k = 5)|
0.375,0.625,0.26953125,0.73046875,0.10546875,0.9999999999999999,1.0
1.0,0.0,0.9226190476190477,0.07738095238095238,0.07738095238095236,1.0,1.0
0.6875,0.3125,0.5817307692307693,0.4182692307692308,0.10576923076923075,1.0000000000000002,1.0
0.5625,0.4375,0.5179794520547946,0.4820205479452055,0.044520547945205456,1.0,1.0
1.0,0.0,0.5179794520547946,0.4820205479452055,0.48202054794520544,1.0,1.0
0.4375,0.5625,0.6682692307692307,0.3317307692307692,0.23076923076923075,-1.0,0.0
0.8125,0.1875,0.4330357142857143,0.5669642857142857,0.3794642857142857,-1.0,0.0
0.4375,0.5625,0.525,0.475,0.08750000000000002,-0.9999999999999999,0.0
0.625,0.375,0.7259615384615384,0.27403846153846156,0.10096153846153844,1.0,1.0
0.25,0.75,0.22115384615384615,0.7788461538461539,0.028846153846153855,0.9999999999999998,1.0
0.875,0.125,0.525,0.475,0.35,1.0,1.0
0.0625,0.9375,0.26953125,0.73046875,0.20703125,0.9999999999999999,1.0
0.5625,0.4375,0.525,0.475,0.03749999999999998,0.9999999999999999,1.0
0.1875,0.8125,0.525,0.475,0.3375,-0.9999999999999998,0.0
0.4375,0.5625,0.5179794520547946,0.4820205479452055,0.08047945205479454,-1.0,0.0
0.5625,0.4375,0.525,0.475,0.03749999999999998,0.9999999999999999,1.0
0.75,0.25,0.4330357142857143,0.5669642857142857,0.3169642857142857,-1.0,0.0
0.3125,0.6875,0.26953125,0.73046875,0.04296875,1.0,1.0
0.625,0.375,0.7403846153846154,0.25961538461538464,0.11538461538461539,0.9999999999999999,1.0
1.0,0.0,0.9226190476190477,0.07738095238095238,0.07738095238095236,1.0,1.0
0.1875,0.8125,0.4330357142857143,0.5669642857142857,0.2455357142857143,1.0,1.0
0.25,0.75,0.26953125,0.73046875,0.01953125,0.9999999999999999,1.0
0.625,0.375,0.7259615384615384,0.27403846153846156,0.10096153846153844,1.0,1.0
0.8125,0.1875,0.9226190476190477,0.07738095238095238,0.11011904761904764,1.0,1.0
